annotation_id,participant_id,video_id,start_timestamp,stop_timestamp,start_sample,stop_sample,description
P35_108_NC_179,P35,P35_108,00:25:05.402,00:25:05.717,36129648,36137208,clang / clatter
P35_108_NC_180,P35,P35_108,00:25:08.078,00:25:08.392,36193872,36201408,clang / clatter
P35_108_NC_181,P35,P35_108,00:25:08.735,00:25:09.096,36209640,36218304,clang / clatter
P35_108_NC_182,P35,P35_108,00:25:25.498,00:25:25.746,36611952,36617904,clang / clatter
P35_108_NC_183,P35,P35_108,00:25:26.421,00:25:26.813,36634104,36643512,clang / clatter
P35_108_NC_184,P35,P35_108,00:25:29.444,00:25:29.665,36706656,36711960,clang / clatter
P35_108_NC_185,P35,P35_108,00:25:36.411,00:25:36.634,36873864,36879216,clang / clatter
P35_108_NC_186,P35,P35_108,00:25:39.193,00:25:39.465,36940632,36947160,clang / clatter
P35_108_NC_187,P35,P35_108,00:25:41.073,00:25:41.281,36985752,36990744,clang / clatter
P35_108_NC_188,P35,P35_108,00:25:45.325,00:25:45.575,37087800,37093800,clang / clatter
P35_108_NC_189,P35,P35_108,00:25:46.799,00:25:47.108,37123176,37130592,clang / clatter
P35_108_NC_190,P35,P35_108,00:25:50.746,00:25:51.187,37217904,37228488,clang / clatter
P35_108_NC_191,P35,P35_108,00:25:51.825,00:25:52.075,37243800,37249800,clang / clatter
P35_108_NC_192,P35,P35_108,00:25:54.638,00:25:54.878,37311312,37317072,clang / clatter
P35_108_NC_193,P35,P35_108,00:25:57.108,00:25:57.562,37370592,37381488,clang / clatter
P35_108_NC_194,P35,P35_108,00:26:10.753,00:26:10.990,37698072,37703760,clang / clatter
P35_108_NC_195,P35,P35_108,00:26:13.496,00:26:13.740,37763904,37769760,clang / clatter
P35_108_NC_196,P35,P35_108,00:26:16.009,00:26:16.265,37824216,37830360,clang / clatter
P35_108_NC_197,P35,P35_108,00:26:19.814,00:28:20.179,37915536,40804296,background sound
P35_108_NC_198,P35,P35_108,00:26:23.341,00:26:23.557,38000184,38005368,clang / clatter
P35_108_NC_199,P35,P35_108,00:26:28.807,00:26:29.018,38131368,38136432,clang / clatter
P35_108_NC_200,P35,P35_108,00:26:33.168,00:26:33.568,38236032,38245632,clang / clatter
P35_108_NC_201,P35,P35_108,00:26:33.896,00:26:34.263,38253504,38262312,clang / clatter
P35_108_NC_202,P35,P35_108,00:26:39.202,00:26:40.313,38380848,38407512,clang / clatter
P35_108_NC_203,P35,P35_108,00:26:46.685,00:26:47.752,38560440,38586048,clang / clatter
P35_108_NC_204,P35,P35_108,00:26:48.291,00:26:48.535,38598984,38604840,clang / clatter
P35_108_NC_205,P35,P35_108,00:26:49.191,00:26:49.413,38620584,38625912,clang / clatter
P35_108_NC_206,P35,P35_108,00:26:52.210,00:26:53.341,38693040,38720184,clang / clatter
P35_108_NC_207,P35,P35_108,00:27:03.124,00:27:03.902,38954976,38973648,clang / clatter
P35_108_NC_208,P35,P35_108,00:27:11.007,00:27:11.263,39144168,39150312,clang / clatter
P35_108_NC_209,P35,P35_108,00:27:15.591,00:27:17.129,39254184,39291096,clang / clatter
P35_108_NC_210,P35,P35_108,00:27:17.734,00:27:27.041,39305616,39528984,scrub / scrape / scour / wipe paper rustle stir / mix / whisk food open / close drawer tap running
P35_108_NC_211,P35,P35_108,00:27:17.734,00:27:27.041,39305616,39528984,
P35_108_NC_212,P35,P35_108,00:27:29.510,00:27:32.189,39588240,39652536,scrub / scrape / scour / wipe paper rustle stir / mix / whisk food open / close drawer tap running
P35_108_NC_213,P35,P35_108,00:27:29.510,00:27:32.189,39588240,39652536,
P35_108_NC_214,P35,P35_108,00:27:32.325,00:27:32.734,39655800,39665616,clang / clatter
P35_108_NC_215,P35,P35_108,00:27:33.345,00:27:40.780,39680280,39858720,scrub / scrape / scour / wipe paper rustle stir / mix / whisk food open / close drawer tap running
P35_108_NC_216,P35,P35_108,00:27:33.345,00:27:40.780,39680280,39858720,
P35_108_NC_217,P35,P35_108,00:27:40.837,00:27:42.143,39860088,39891432,clang / clatter
P35_108_NC_218,P35,P35_108,00:27:42.588,00:27:43.814,39902112,39931536,scrub / scrape / scour / wipe paper rustle stir / mix / whisk food open / close drawer tap running
P35_108_NC_219,P35,P35_108,00:27:42.803,00:27:43.075,39907272,39913800,clang / clatter
P35_108_NC_220,P35,P35_108,00:27:47.280,00:27:49.280,40014720,40062720,scrub / scrape / scour / wipe paper rustle stir / mix / whisk food open / close drawer tap running
P35_108_NC_221,P35,P35_108,00:27:50.643,00:27:53.530,40095432,40164720,scrub / scrape / scour / wipe paper rustle stir / mix / whisk food open / close drawer tap running
P35_108_NC_222,P35,P35_108,00:27:50.643,00:27:53.530,40095432,40164720,
P35_108_NC_223,P35,P35_108,00:27:53.484,00:27:53.962,40163616,40175088,clang / clatter
P35_108_NC_224,P35,P35_108,00:27:57.018,00:27:58.666,40248432,40287984,scrub / scrape / scour / wipe paper rustle stir / mix / whisk food open / close drawer tap running
P35_108_NC_225,P35,P35_108,00:27:57.018,00:27:58.666,40248432,40287984,
P35_108_NC_226,P35,P35_108,00:27:59.007,00:27:59.882,40296168,40317168,clang / clatter
P35_108_NC_227,P35,P35_108,00:27:59.973,00:28:01.143,40319352,40347432,scrub / scrape / scour / wipe paper rustle stir / mix / whisk food open / close drawer tap running
P35_108_NC_228,P35,P35_108,00:28:01.109,00:28:01.450,40346616,40354800,clang / clatter
P35_108_NC_229,P35,P35_108,00:28:06.016,00:28:08.859,40464384,40532616,scrub / scrape / scour / wipe paper rustle stir / mix / whisk food open / close drawer tap running
P35_108_NC_230,P35,P35_108,00:28:06.016,00:28:08.859,40464384,40532616,
P35_108_NC_231,P35,P35_108,00:28:10.109,00:28:11.950,40562616,40606800,scrub / scrape / scour / wipe paper rustle stir / mix / whisk food open / close drawer tap running
P35_108_NC_232,P35,P35_108,00:28:10.587,00:28:10.916,40574088,40581984,clang / clatter
P35_108_NC_233,P35,P35_108,00:28:15.109,00:28:17.359,40682616,40736616,scrub / scrape / scour / wipe paper rustle stir / mix / whisk food open / close drawer tap running
P35_108_NC_234,P35,P35_108,00:28:17.768,00:28:18.962,40746432,40775088,clang / clatter
P35_108_NC_235,P35,P35_108,00:28:28.921,00:28:29.278,41014104,41022672,clang / clatter
P35_108_NC_236,P35,P35_108,00:28:35.116,00:28:35.355,41162784,41168520,clang / clatter
P35_108_NC_237,P35,P35_108,00:28:41.563,00:28:41.885,41317512,41325240,clang / clatter
P35_108_NC_238,P35,P35_108,00:28:45.266,00:28:46.373,41406384,41432952,clang / clatter
P35_108_NC_239,P35,P35_108,00:28:56.202,00:28:57.313,41668848,41695512,clang / clatter
P35_108_NC_240,P35,P35_108,00:28:59.409,00:29:00.052,41745816,41761248,clang / clatter
P35_108_NC_241,P35,P35_108,00:29:03.829,00:29:04.647,41851896,41871528,clang / clatter
P35_108_NC_242,P35,P35_108,00:29:10.230,00:29:10.540,42005520,42012960,clang / clatter
P35_108_NC_243,P35,P35_108,00:29:14.701,00:29:14.935,42112824,42118440,clang / clatter
P35_108_NC_244,P35,P35_108,00:29:17.818,00:29:19.244,42187632,42221856,stir / mix / whisk foodv
P35_108_NC_245,P35,P35_108,00:29:40.187,00:29:40.435,42724488,42730440,clang / clatter
P35_108_NC_246,P35,P35_108,00:29:59.381,00:29:59.691,43185144,43192584,clang / clatter
P35_108_NC_247,P35,P35_108,00:30:02.351,00:30:02.711,43256424,43265064,clang / clatter
P35_108_NC_248,P35,P35_108,00:30:06.125,00:30:07.881,43347000,43389144,clang / clatter
P35_108_NC_249,P35,P35_108,00:30:08.301,00:30:08.951,43399224,43414824,clang / clatter
P35_108_NC_250,P35,P35_108,00:30:25.292,00:30:26.070,43807008,43825680,clang / clatter
P35_108_NC_251,P35,P35_108,00:30:27.162,00:30:27.838,43851888,43868112,clang / clatter
P35_108_NC_252,P35,P35_108,00:30:40.136,00:30:40.459,44163264,44171016,clang / clatter
P35_108_NC_253,P35,P35_108,00:30:44.608,00:30:47.588,44270592,44342112,clang / clatter
P35_108_NC_254,P35,P35_108,00:30:47.989,00:30:49.320,44351736,44383680,clang / clatter
P35_108_NC_255,P35,P35_108,00:30:50.572,00:30:50.786,44413728,44418864,clang / clatter
P35_108_NC_256,P35,P35_108,00:31:18.635,00:31:18.903,45087240,45093672,clang / clatter
P35_108_NC_257,P35,P35_108,00:31:36.246,00:31:37.135,45509904,45531240,clang / clatter
P35_108_NC_258,P35,P35_108,00:31:38.060,00:31:38.505,45553440,45564120,clang / clatter
P35_108_NC_259,P35,P35_108,00:31:39.181,00:31:39.486,45580344,45587664,clang / clatter
P35_108_NC_260,P35,P35_108,00:32:03.360,00:32:03.619,46160640,46166856,clang / clatter
P35_108_NC_261,P35,P35_108,00:32:04.320,00:32:20.468,46183680,46571232,clang / clatter
P35_108_NC_262,P35,P35_108,00:32:25.427,00:32:26.034,46690248,46704816,clang / clatter
P35_108_NC_263,P35,P35_108,00:32:28.387,00:32:28.659,46761288,46767816,clang / clatter
P35_108_NC_264,P35,P35_108,00:32:32.982,00:32:33.335,46871568,46880040,clang / clatter
P35_108_NC_265,P35,P35_108,00:32:33.881,00:32:34.087,46893144,46898088,clang / clatter
P35_108_NC_266,P35,P35_108,00:32:40.291,00:32:40.880,47046984,47061120,clang / clatter
P35_108_NC_267,P35,P35_108,00:33:00.652,00:33:00.997,47535648,47543928,clang / clatter
P35_108_NC_268,P35,P35_108,00:33:01.887,00:33:02.188,47565288,47572512,clang / clatter
P35_108_NC_269,P35,P35_108,00:33:03.225,00:33:03.806,47597400,47611344,clang / clatter
P35_108_NC_270,P35,P35_108,00:33:07.497,00:33:07.725,47699928,47705400,clang / clatter
P35_108_NC_271,P35,P35_108,00:33:08.600,00:33:08.909,47726400,47733816,clang / clatter
P35_108_NC_272,P35,P35_108,00:33:18.585,00:33:18.813,47966040,47971512,clang / clatter
P35_108_NC_273,P35,P35_108,00:33:21.850,00:33:22.100,48044400,48050400,clang / clatter
P35_108_NC_274,P35,P35_108,00:33:24.718,00:33:25.556,48113232,48133344,clang / clatter
P35_108_NC_275,P35,P35_108,00:33:28.431,00:33:28.659,48202344,48207816,clang / clatter
P35_108_NC_276,P35,P35_108,00:34:03.527,00:34:03.791,49044648,49050984,clang / clatter
P35_108_NC_277,P35,P35_108,00:34:04.541,00:34:04.769,49068984,49074456,clang / clatter
P35_108_NC_278,P35,P35_108,00:34:07.416,00:34:07.666,49137984,49143984,clang / clatter
P35_108_NC_279,P35,P35_108,00:34:17.152,00:34:17.593,49371648,49382232,clang / clatter
P35_108_NC_280,P35,P35_108,00:34:38.422,00:34:38.643,49882128,49887432,clang / clatter
P35_108_NC_281,P35,P35_108,00:34:49.431,00:34:50.114,50146344,50162736,clang / clatter
P35_108_NC_282,P35,P35_108,00:34:51.124,00:34:51.595,50186975,50198279,clang / clatter
P35_108_NC_283,P35,P35_108,00:34:55.133,00:34:55.624,50283191,50294975,clang / clatter
P35_108_NC_284,P35,P35_108,00:34:57.471,00:34:57.845,50339304,50348279,clang / clatter
P35_108_NC_285,P35,P35_108,00:34:58.499,00:34:58.749,50363975,50369975,clang / clatter
P35_108_NC_286,P35,P35_108,00:35:10.566,00:35:10.970,50653583,50663279,clang / clatter
P35_108_NC_287,P35,P35_108,00:35:15.508,00:35:15.816,50772191,50779583,clang / clatter
P35_108_NC_288,P35,P35_108,00:35:18.989,00:35:19.287,50855736,50862887,clang / clatter
P35_108_NC_289,P35,P35_108,00:35:21.220,00:35:29.431,50909279,51106344,clang / clatter
P35_108_NC_290,P35,P35_108,00:35:30.162,00:35:30.547,51123887,51133128,clang / clatter
P35_108_NC_291,P35,P35_108,00:35:38.499,00:35:38.826,51323975,51331824,clang / clatter
P35_108_NC_292,P35,P35_108,00:35:52.613,00:35:52.826,51662711,51667824,clang / clatter
P35_108_NC_293,P35,P35_108,00:35:57.027,00:35:58.827,51768648,51811848,clang / clatter
P35_108_NC_294,P35,P35_108,00:36:08.960,00:36:09.306,52055040,52063344,clang / clatter
P35_108_NC_295,P35,P35_108,00:36:12.326,00:36:12.898,52135824,52149552,clang / clatter
P35_108_NC_296,P35,P35_108,00:36:19.624,00:36:20.393,52310975,52329432,clang / clatter
P35_108_NC_297,P35,P35_108,00:36:21.614,00:36:22.143,52358736,52371432,clang / clatter
P35_108_NC_298,P35,P35_108,00:36:41.740,00:36:42.380,52841759,52857120,clang / clatter
P35_108_NC_299,P35,P35_108,00:36:44.272,00:36:44.588,52902528,52910112,clang / clatter
P35_108_NC_300,P35,P35_108,00:36:46.196,00:36:46.642,52948704,52959407,clang / clatter
P35_108_NC_301,P35,P35_108,00:36:49.142,00:36:50.142,53019407,53043407,clang / clatter
P35_108_NC_302,P35,P35_108,00:36:55.511,00:36:56.511,53172264,53196264,clang / clatter
P35_108_NC_303,P35,P35_108,00:37:02.294,00:37:03.229,53335056,53357495,clang / clatter
P35_108_NC_304,P35,P35_108,00:37:03.761,00:37:04.435,53370264,53386440,clang / clatter
P35_108_NC_305,P35,P35_108,00:37:05.077,00:37:05.479,53401848,53411495,clang / clatter
P35_108_NC_306,P35,P35_108,00:37:41.218,00:37:41.522,54269232,54276528,clang / clatter
P35_108_NC_307,P35,P35_108,00:38:21.435,00:38:21.761,55234440,55242264,clang / clatter
P35_108_NC_308,P35,P35_108,00:38:29.457,00:38:29.760,55426968,55434240,clang / clatter
P35_108_NC_309,P35,P35_108,00:38:40.794,00:38:41.392,55699056,55713407,clang / clatter
P35_108_NC_310,P35,P35_108,00:38:54.291,00:38:54.621,56022984,56030904,clang / clatter
P35_108_NC_311,P35,P35_108,00:39:00.541,00:39:00.905,56172984,56181720,clang / clatter
P35_108_NC_312,P35,P35_108,00:39:02.189,00:39:02.780,56212536,56226720,clang / clatter
P35_108_NC_313,P35,P35_108,00:39:12.132,00:39:12.496,56451168,56459904,clang / clatter
P35_108_NC_314,P35,P35_108,00:39:13.677,00:39:14.052,56488248,56497248,clang / clatter
P35_108_NC_315,P35,P35_108,00:39:20.177,00:39:20.621,56644248,56654904,clang / clatter
P35_108_NC_316,P35,P35_108,00:39:25.098,00:39:25.609,56762352,56774616,clang / clatter
P35_108_NC_317,P35,P35_108,00:39:26.302,00:39:26.882,56791248,56805168,clang / clatter
P35_108_NC_318,P35,P35_108,00:39:27.246,00:39:28.950,56813904,56854799,back ground sound
P35_108_NC_319,P35,P35_108,00:39:30.336,00:39:31.132,56888063,56907168,clang / clatter
P35_108_NC_320,P35,P35_108,00:39:32.439,00:39:32.916,56938536,56949984,clang / clatter
P35_108_NC_321,P35,P35_108,00:39:35.007,00:39:35.223,57000168,57005352,clang / clatter
P35_108_NC_322,P35,P35_108,00:39:49.746,00:39:50.177,57353904,57364248,clang / clatter
P35_108_NC_323,P35,P35_108,00:39:59.223,00:40:01.621,57581352,57638904,back ground sound
P35_108_NC_324,P35,P35_108,00:40:07.268,00:40:07.621,57774432,57782904,clang / clatter
P35_108_NC_325,P35,P35_108,00:40:22.882,00:40:34.530,58149168,58428720,back ground sound
P35_108_NC_326,P35,P35_108,00:40:34.405,00:40:34.836,58425720,58436063,clang / clatter
P35_108_NC_327,P35,P35_108,00:40:37.700,00:40:38.518,58504799,58524432,clang / clatter
P35_108_NC_328,P35,P35_108,00:40:39.044,00:40:39.325,58537056,58543799,clang / clatter
P35_108_NC_329,P35,P35_108,00:40:41.643,00:40:42.280,58599432,58614720,clang / clatter
P35_108_NC_330,P35,P35_108,00:40:42.871,00:40:43.405,58628904,58641720,clang / clatter
P35_108_NC_331,P35,P35_108,00:40:58.954,00:40:59.245,59014896,59021880,clang / clatter
P35_108_NC_332,P35,P35_108,00:41:03.683,00:41:04.037,59128392,59136887,clang / clatter
P35_108_NC_333,P35,P35_108,00:41:10.349,00:41:10.599,59288376,59294376,clang / clatter
P35_108_NC_334,P35,P35_108,00:41:22.287,00:41:22.745,59574887,59585880,clang / clatter
P35_108_NC_335,P35,P35_108,00:41:30.849,00:41:31.558,59780376,59797392,clang / clatter
P35_108_NC_336,P35,P35_108,00:41:41.162,00:41:41.516,60027887,60036384,clang / clatter
P35_108_NC_337,P35,P35_108,00:41:56.579,00:41:57.183,60397896,60412392,clang / clatter
P35_108_NC_338,P35,P35_108,00:42:11.474,00:42:12.641,60755376,60783384,clang / clatter
P35_108_NC_339,P35,P35_108,00:42:16.016,00:42:16.391,60864384,60873384,put object on surface
P35_108_NC_340,P35,P35_108,00:42:47.766,00:42:51.516,61626384,61716384,clang / clatter
P35_108_NC_341,P35,P35_108,00:42:54.954,00:42:55.558,61798896,61813392,clang / clatter
P35_108_NC_342,P35,P35_108,00:43:01.954,00:43:03.516,61966896,62004384,clang / clatter
P35_108_NC_343,P35,P35_108,00:43:21.058,00:43:21.308,62425392,62431392,clang / clatter
P35_108_NC_344,P35,P35_108,00:43:23.308,00:43:24.037,62479392,62496887,watersplash
P35_108_NC_345,P35,P35_108,00:43:36.391,00:43:37.037,62793384,62808887,clang / clatter
P35_108_NC_346,P35,P35_108,00:43:47.204,00:43:47.662,63052896,63063887,clang / clatter
P35_108_NC_347,P35,P35_108,00:43:48.171,00:43:49.308,63076103,63103392,clang / clatter
P35_108_NC_348,P35,P35_108,00:43:51.412,00:43:56.412,63153887,63273887,clang / clatter
P35_108_NC_349,P35,P35_108,00:43:57.183,00:43:57.995,63292392,63311880,clang / clatter
P35_108_NC_350,P35,P35_108,00:43:58.688,00:43:58.912,63328512,63333887,clang / clatter
P35_108_NC_351,P35,P35_108,00:44:25.870,00:44:26.204,63980880,63988896,clang / clatter
P35_108_NC_352,P35,P35_108,00:44:42.912,00:44:43.558,64389887,64405392,clang / clatter
P35_108_NC_353,P35,P35_108,00:44:52.370,00:44:52.745,64616880,64625880,clang / clatter
P35_108_NC_354,P35,P35_108,00:44:54.224,00:45:04.454,64661376,64906896,clang / clatter
P35_108_NC_355,P35,P35_108,00:45:12.995,00:45:14.829,65111880,65155896,clang / clatter
P35_108_NC_356,P35,P35_108,00:45:35.107,00:45:35.461,65642568,65651063,clang / clatter
P35_108_NC_357,P35,P35_108,00:45:36.857,00:45:38.607,65684568,65726568,clang / clatter
P35_108_NC_358,P35,P35_108,00:45:57.003,00:45:58.649,66168072,66207576,clang / clatter
P35_108_NC_359,P35,P35_108,00:46:04.107,00:46:04.836,66338568,66356063,clang / clatter
P35_108_NC_360,P35,P35_108,00:46:24.461,00:46:24.982,66827063,66839568,clang / clatter
P35_108_NC_361,P35,P35_108,00:46:27.357,00:46:30.440,66896568,66970560,clang / clatter
P35_108_NC_362,P35,P35_108,00:47:02.003,00:47:02.378,67728072,67737072,clang / clatter
P35_108_NC_363,P35,P35_108,00:47:03.065,00:47:03.961,67753560,67775064,clang / clatter
P35_108_NC_364,P35,P35_108,00:47:34.434,00:47:34.809,68506416,68515416,watersplash
P35_108_NC_365,P35,P35_108,00:47:34.996,00:47:39.142,68519904,68619408,clang / clatter
P35_108_NC_366,P35,P35_108,00:47:50.767,00:47:52.579,68898408,68941896,clang / clatter
P35_108_NC_367,P35,P35_108,00:47:55.996,00:47:56.517,69023904,69036408,clang / clatter
P35_108_NC_368,P35,P35_108,00:48:13.100,00:48:13.767,69434400,69450408,clang / clatter
P35_108_NC_369,P35,P35_108,00:49:26.184,00:49:26.767,71188416,71202408,clang / clatter
P35_108_NC_370,P35,P35_108,00:49:27.788,00:49:28.413,71226912,71241912,clang / clatter
P35_108_NC_371,P35,P35_108,00:49:30.204,00:49:30.725,71284896,71297400,clang / clatter
P35_108_NC_372,P35,P35_108,00:50:01.684,00:50:05.746,72040416,72137904,clang / clatter
P35_108_NC_373,P35,P35_108,00:01:58.648,00:02:02.489,2847552,2939736,clang / clatter
P35_108_NC_374,P35,P35_108,00:20:10.864,00:20:11.642,29060736,29079408,clang / clatter
P35_108_NC_375,P35,P35_108,00:20:52.903,00:20:54.795,30069672,30115080,clang / clatter
P35_108_NC_376,P35,P35_108,00:22:36.704,00:22:37.132,32560896,32571168,clang / clatter
P35_108_NC_377,P35,P35_108,00:25:15.531,00:25:16.465,36372744,36395160,clang / clatter
P35_108_NC_378,P35,P35_108,00:25:20.467,00:25:21.482,36491208,36515568,clang / clatter
P35_108_NC_379,P35,P35_108,00:26:24.179,00:26:25.235,38020296,38045640,clang / clatter
P35_108_NC_380,P35,P35_108,00:26:57.224,00:26:58.141,38813376,38835384,clang / clatter
P35_108_NC_381,P35,P35_108,00:28:25.409,00:28:26.540,40929816,40956960,clang / clatter
P35_108_NC_382,P35,P35_108,00:30:39.019,00:30:39.653,44136456,44151672,clang / clatter
P35_108_NC_383,P35,P35_108,00:30:58.143,00:30:58.885,44595432,44613240,clang / clatter
P35_108_NC_384,P35,P35_108,00:33:54.431,00:33:55.438,48826344,48850512,put object on surface
P35_108_NC_385,P35,P35_108,00:34:54.505,00:37:48.592,50268120,54446208,background sound
P35_108_NC_386,P35,P35_108,00:37:11.348,00:37:12.131,53552352,53571144,clang / clatter
P35_108_NC_387,P35,P35_108,00:38:45.011,00:38:45.530,55800264,55812720,clang / clatter
P35_108_NC_388,P35,P35_108,00:42:07.209,00:42:08.183,60653015,60676392,put object on surface
P35_108_NC_389,P35,P35_108,00:10:13.062,00:10:14.126,14713488,14739024,put object on surface
P35_108_NC_390,P35,P35_108,00:11:24.479,00:11:25.433,16427496,16450392,put object on surface
P35_108_NC_391,P35,P35_108,00:12:17.655,00:12:21.738,17703720,17801712,put object on surface
P35_108_NC_392,P35,P35_108,00:16:02.759,00:16:03.151,23106216,23115624,clang / clatter
P35_109_NC_0,P35,P35_109,00:00:23.686,00:00:27.350,568464,656400,clang / clatter
P35_109_NC_1,P35,P35_109,00:00:34.041,00:00:35.238,816983,845712,clang / clatter
P35_109_NC_2,P35,P35_109,00:00:40.660,00:00:41.320,975839,991680,open / close drawer
P35_109_NC_3,P35,P35_109,00:00:43.842,00:00:44.271,1052208,1062504,clang / clatter
P35_109_NC_4,P35,P35_109,00:00:46.225,00:00:46.956,1109400,1126944,clang / clatter
P35_109_NC_5,P35,P35_109,00:00:47.302,00:00:48.013,1135248,1152312,clang / clatter
P35_109_NC_6,P35,P35_109,00:00:49.231,00:00:49.609,1181544,1190616,clang / clatter
P35_109_NC_7,P35,P35_109,00:00:51.922,00:00:53.322,1246128,1279728,clang / clatter
P35_109_NC_8,P35,P35_109,00:01:03.104,00:01:04.044,1514496,1537056,clang / clatter
P35_109_NC_9,P35,P35_109,00:01:04.638,00:01:05.978,1551312,1583471,clang / clatter
P35_109_NC_10,P35,P35_109,00:01:06.513,00:01:06.859,1596312,1604615,clang / clatter
P35_109_NC_11,P35,P35_109,00:01:14.532,00:01:14.840,1788768,1796160,clang / clatter
P35_109_NC_12,P35,P35_109,00:01:16.148,00:01:16.677,1827552,1840248,clang / clatter
P35_109_NC_13,P35,P35_109,00:01:17.488,00:01:18.109,1859712,1874615,clang / clatter
P35_109_NC_14,P35,P35_109,00:01:18.510,00:01:19.984,1884240,1919615,clang / clatter
P35_109_NC_15,P35,P35_109,00:01:26.792,00:01:27.862,2083008,2108688,clang / clatter
P35_109_NC_16,P35,P35_109,00:01:28.792,00:01:29.450,2131008,2146800,clang / clatter
P35_109_NC_17,P35,P35_109,00:01:31.071,00:01:31.666,2185704,2199984,clang / clatter
P35_109_NC_18,P35,P35_109,00:01:38.962,00:01:41.102,2375088,2426448,clang / clatter
P35_109_NC_19,P35,P35_109,00:01:41.994,00:01:42.899,2447856,2469576,clang / clatter
P35_109_NC_20,P35,P35_109,00:01:48.263,00:01:49.420,2598312,2626080,clang / clatter
P35_109_NC_21,P35,P35_109,00:01:53.196,00:01:53.436,2716704,2722464,clang / clatter
P35_109_NC_22,P35,P35_109,00:01:56.619,00:01:58.223,2798856,2837352,clang / clatter
P35_109_NC_23,P35,P35_109,00:02:10.459,00:02:11.511,3131016,3156264,clang / clatter
P35_109_NC_24,P35,P35_109,00:02:12.192,00:02:12.769,3172608,3186456,clang / clatter
P35_109_NC_25,P35,P35_109,00:02:15.028,00:02:15.537,3240672,3252888,clang / clatter
P35_109_NC_26,P35,P35_109,00:02:18.669,00:02:19.157,3328056,3339768,clang / clatter
P35_109_NC_27,P35,P35_109,00:02:21.045,00:02:21.278,3385079,3390672,put object on surface
P35_109_NC_28,P35,P35_109,00:02:24.181,00:02:24.907,3460344,3477768,clang / clatter
P35_109_NC_29,P35,P35_109,00:02:28.873,00:02:29.571,3572952,3589704,clang / clatter
P35_109_NC_30,P35,P35_109,00:02:31.494,00:04:01.977,3635856,5807448,background sound
P35_109_NC_31,P35,P35_109,00:02:32.528,00:02:33.038,3660672,3672912,clang / clatter
P35_109_NC_32,P35,P35_109,00:02:33.443,00:02:34.183,3682632,3700392,clang / clatter
P35_109_NC_33,P35,P35_109,00:02:36.442,00:02:36.726,3754608,3761424,clang / clatter
P35_109_NC_34,P35,P35_109,00:02:39.511,00:02:40.037,3828264,3840888,clang / clatter
P35_109_NC_35,P35,P35_109,00:02:42.761,00:02:43.080,3906264,3913920,clang / clatter
P35_109_NC_36,P35,P35_109,00:02:52.269,00:02:52.494,4134456,4139856,clang / clatter
P35_109_NC_37,P35,P35_109,00:03:03.011,00:03:03.252,4392264,4398048,clang / clatter
P35_109_NC_38,P35,P35_109,00:03:50.433,00:03:50.700,5530392,5536800,clang / clatter
P35_109_NC_39,P35,P35_109,00:03:51.381,00:03:51.761,5553144,5562264,clang / clatter
P35_109_NC_40,P35,P35_109,00:03:52.175,00:03:53.433,5572200,5602392,clang / clatter
P35_109_NC_41,P35,P35_109,00:03:53.778,00:03:54.080,5610672,5617920,clang / clatter
P35_109_NC_42,P35,P35_109,00:04:25.044,00:04:25.332,6361056,6367968,clang / clatter
P35_109_NC_43,P35,P35_109,00:04:27.703,00:04:28.241,6424871,6437784,clang / clatter
P35_109_NC_44,P35,P35_109,00:04:29.559,00:04:30.226,6469416,6485424,background sound
P35_109_NC_45,P35,P35_109,00:04:41.460,00:04:41.726,6755039,6761424,clang / clatter
P35_109_NC_46,P35,P35_109,00:04:43.461,00:04:43.718,6803064,6809232,clang / clatter
P35_109_NC_47,P35,P35_109,00:04:47.597,00:04:48.142,6902327,6915408,clang / clatter
P35_109_NC_48,P35,P35_109,00:04:52.324,00:04:52.612,7015776,7022688,clang / clatter
P35_109_NC_49,P35,P35_109,00:04:57.157,00:04:57.665,7131768,7143960,clang / clatter
P35_109_NC_50,P35,P35_109,00:05:01.597,00:05:01.911,7238327,7245864,clang / clatter
P35_109_NC_51,P35,P35_109,00:05:04.218,00:05:04.877,7301232,7317048,clang / clatter
P35_109_NC_52,P35,P35_109,00:05:16.210,00:05:16.582,7589039,7597968,clang / clatter
P35_109_NC_53,P35,P35_109,00:05:21.191,00:05:21.703,7708583,7720871,clang / clatter
P35_109_NC_54,P35,P35_109,00:05:41.869,00:05:42.718,8204856,8225232,clang / clatter
P35_109_NC_55,P35,P35_109,00:05:44.066,00:06:06.286,8257583,8790864,background sound
P35_109_NC_56,P35,P35_109,00:06:02.574,00:06:03.031,8701776,8712744,clang / clatter
P35_109_NC_57,P35,P35_109,00:06:09.501,00:06:10.721,8868024,8897304,clang / clatter
P35_109_NC_58,P35,P35_109,00:06:11.801,00:06:12.501,8923224,8940024,clang / clatter
P35_109_NC_59,P35,P35_109,00:06:14.223,00:06:15.371,8981352,9008904,clang / clatter
P35_109_NC_60,P35,P35_109,00:06:17.243,00:06:17.843,9053832,9068232,clang / clatter
P35_109_NC_61,P35,P35_109,00:06:18.335,00:06:18.579,9080040,9085896,put object on surface
P35_109_NC_62,P35,P35_109,00:06:29.072,00:06:29.432,9337728,9346368,put object on surface
P35_109_NC_63,P35,P35_109,00:07:26.479,00:07:40.139,10715496,11043336,background sound
P35_109_NC_64,P35,P35_109,00:07:50.335,00:07:52.058,11288040,11329392,clang / clatter
